label,reason,length,x_ratio,noncanonical_ratio,resolution,source_file
10wy_B,duplicate_sequence,132,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_1/mmcif_files/10wy.cif
11cf_B,duplicate_sequence,146,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_1/mmcif_files/11cf.cif
11cf_C,duplicate_sequence,146,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_1/mmcif_files/11cf.cif
11cf_D,duplicate_sequence,146,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_1/mmcif_files/11cf.cif
11ch_A,duplicate_sequence,146,0.0000,0.0000,1.09,data/all_pdb_1y/fed_split/client_1/mmcif_files/11ch.cif
12jc_B,duplicate_sequence,161,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_1/mmcif_files/12jc.cif
12yi_B,duplicate_sequence,295,0.0034,0.0034,1.65,data/all_pdb_1y/fed_split/client_1/mmcif_files/12yi.cif
12yi_C,duplicate_sequence,295,0.0034,0.0034,1.65,data/all_pdb_1y/fed_split/client_1/mmcif_files/12yi.cif
12yi_D,duplicate_sequence,295,0.0034,0.0034,1.65,data/all_pdb_1y/fed_split/client_1/mmcif_files/12yi.cif
13ri_B,duplicate_sequence,169,0.0000,0.0000,1.02,data/all_pdb_1y/fed_split/client_1/mmcif_files/13ri.cif
13rj_A,duplicate_sequence,169,0.0000,0.0000,1.0,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rj.cif
13rj_B,duplicate_sequence,169,0.0000,0.0000,1.0,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rj.cif
13rk_A,duplicate_sequence,169,0.0000,0.0000,1.03,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rk.cif
13rk_B,duplicate_sequence,169,0.0000,0.0000,1.03,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rk.cif
13rl_A,duplicate_sequence,169,0.0000,0.0000,1.02,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rl.cif
13rl_B,duplicate_sequence,169,0.0000,0.0000,1.02,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rl.cif
13rm_A,duplicate_sequence,169,0.0000,0.0000,1.01,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rm.cif
13rm_B,duplicate_sequence,169,0.0000,0.0000,1.01,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rm.cif
13rn_A,duplicate_sequence,169,0.0000,0.0000,1.01,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rn.cif
13rn_B,duplicate_sequence,169,0.0000,0.0000,1.01,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rn.cif
13ro_A,duplicate_sequence,169,0.0000,0.0000,0.95,data/all_pdb_1y/fed_split/client_1/mmcif_files/13ro.cif
13ro_B,duplicate_sequence,169,0.0000,0.0000,0.95,data/all_pdb_1y/fed_split/client_1/mmcif_files/13ro.cif
13rp_A,duplicate_sequence,169,0.0000,0.0000,0.95,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rp.cif
13rp_B,duplicate_sequence,169,0.0000,0.0000,0.95,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rp.cif
13rq_A,duplicate_sequence,169,0.0000,0.0000,0.99,data/all_pdb_1y/fed_split/client_1/mmcif_files/13rq.cif
