label,reason,length,x_ratio,noncanonical_ratio,resolution,source_file
10hz_A,kept,297,0.0000,0.0000,1.666,data/all_pdb_1y/fed_split/client_0/mmcif_files/10hz.cif
10xe_A,kept,91,0.0000,0.0000,0.96,data/all_pdb_1y/fed_split/client_0/mmcif_files/10xe.cif
10xf_A,kept,97,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_0/mmcif_files/10xf.cif
10xg_A,kept,97,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_0/mmcif_files/10xg.cif
10xl_B,kept,89,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_0/mmcif_files/10xl.cif
10xo_A,kept,93,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_0/mmcif_files/10xo.cif
11hy_A,kept,189,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_0/mmcif_files/11hy.cif
12td_A,kept,146,0.0000,0.0000,1.99,data/all_pdb_1y/fed_split/client_0/mmcif_files/12td.cif
13iq_A,kept,212,0.0000,0.0000,1.87,data/all_pdb_1y/fed_split/client_0/mmcif_files/13iq.cif
13iu_A,kept,219,0.0000,0.0000,1.87,data/all_pdb_1y/fed_split/client_0/mmcif_files/13iu.cif
13lw_A,kept,293,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_0/mmcif_files/13lw.cif
21ej_A,kept,118,0.0000,0.0000,1.035,data/all_pdb_1y/fed_split/client_0/mmcif_files/21ej.cif
21ek_A,kept,114,0.0000,0.0000,1.162,data/all_pdb_1y/fed_split/client_0/mmcif_files/21ek.cif
21em_A,kept,118,0.0000,0.0000,1.595,data/all_pdb_1y/fed_split/client_0/mmcif_files/21em.cif
21fn_A,kept,266,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_0/mmcif_files/21fn.cif
23es_A,kept,286,0.0000,0.0000,1.74,data/all_pdb_1y/fed_split/client_0/mmcif_files/23es.cif
25yr_B,kept,216,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_0/mmcif_files/25yr.cif
26ui_A,kept,111,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_0/mmcif_files/26ui.cif
28lk_A,kept,283,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_0/mmcif_files/28lk.cif
28pb_A,kept,278,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_0/mmcif_files/28pb.cif
28vp_A,kept,141,0.0000,0.0000,1.52,data/all_pdb_1y/fed_split/client_0/mmcif_files/28vp.cif
29jc_A,kept,144,0.0000,0.0000,1.801,data/all_pdb_1y/fed_split/client_0/mmcif_files/29jc.cif
29ki_A,kept,105,0.0000,0.0000,1.11,data/all_pdb_1y/fed_split/client_0/mmcif_files/29ki.cif
29lw_A,kept,142,0.0000,0.0000,1.54,data/all_pdb_1y/fed_split/client_0/mmcif_files/29lw.cif
29mw_A,kept,155,0.0000,0.0000,1.22,data/all_pdb_1y/fed_split/client_0/mmcif_files/29mw.cif
8qiz_A,kept,234,0.0000,0.0000,1.13,data/all_pdb_1y/fed_split/client_0/mmcif_files/8qiz.cif
8rl0_A,kept,220,0.0000,0.0000,1.81,data/all_pdb_1y/fed_split/client_0/mmcif_files/8rl0.cif
8rmt_A,kept,139,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_0/mmcif_files/8rmt.cif
8rr7_A,kept,138,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_0/mmcif_files/8rr7.cif
8rxm_AAA,kept,138,0.0000,0.0000,1.1,data/all_pdb_1y/fed_split/client_0/mmcif_files/8rxm.cif
8s1c_A,kept,71,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_0/mmcif_files/8s1c.cif
8s3f_A,kept,235,0.0000,0.0000,1.76,data/all_pdb_1y/fed_split/client_0/mmcif_files/8s3f.cif
8s6q_A,kept,234,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_0/mmcif_files/8s6q.cif
8s7m_A,kept,234,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_0/mmcif_files/8s7m.cif
8s8r_D,kept,253,0.0000,0.0000,1.196,data/all_pdb_1y/fed_split/client_0/mmcif_files/8s8r.cif
8s8s_A,kept,251,0.0000,0.0000,1.314,data/all_pdb_1y/fed_split/client_0/mmcif_files/8s8s.cif
8u7c_A,kept,67,0.0000,0.0000,1.44,data/all_pdb_1y/fed_split/client_0/mmcif_files/8u7c.cif
8urg_A,kept,124,0.0000,0.0000,1.63,data/all_pdb_1y/fed_split/client_0/mmcif_files/8urg.cif
8vtc_A,kept,167,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_0/mmcif_files/8vtc.cif
8w2y_A,kept,83,0.0000,0.0000,1.63,data/all_pdb_1y/fed_split/client_0/mmcif_files/8w2y.cif
8w32_A,kept,83,0.0000,0.0000,1.72,data/all_pdb_1y/fed_split/client_0/mmcif_files/8w32.cif
8xuw_A,kept,117,0.0000,0.0000,1.58,data/all_pdb_1y/fed_split/client_0/mmcif_files/8xuw.cif
8y4i_A,kept,231,0.0000,0.0000,1.935,data/all_pdb_1y/fed_split/client_0/mmcif_files/8y4i.cif
8yhg_A,kept,146,0.0000,0.0000,1.76,data/all_pdb_1y/fed_split/client_0/mmcif_files/8yhg.cif
8yia_A,kept,148,0.0000,0.0000,1.43,data/all_pdb_1y/fed_split/client_0/mmcif_files/8yia.cif
8ymd_A,kept,140,0.0000,0.0000,1.08,data/all_pdb_1y/fed_split/client_0/mmcif_files/8ymd.cif
8yo2_A,kept,232,0.0000,0.0000,1.498,data/all_pdb_1y/fed_split/client_0/mmcif_files/8yo2.cif
8yoz_A,kept,82,0.0000,0.0000,1.83,data/all_pdb_1y/fed_split/client_0/mmcif_files/8yoz.cif
8yqb_A,kept,142,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_0/mmcif_files/8yqb.cif
8yqc_A,kept,142,0.0000,0.0000,1.92,data/all_pdb_1y/fed_split/client_0/mmcif_files/8yqc.cif
8z1s_A,kept,179,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_0/mmcif_files/8z1s.cif
8z31_A,kept,224,0.0000,0.0000,1.81,data/all_pdb_1y/fed_split/client_0/mmcif_files/8z31.cif
8za1_A,kept,251,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_0/mmcif_files/8za1.cif
8za3_A,kept,251,0.0000,0.0000,1.56,data/all_pdb_1y/fed_split/client_0/mmcif_files/8za3.cif
8zna_A,kept,95,0.0000,0.0000,1.888,data/all_pdb_1y/fed_split/client_0/mmcif_files/8zna.cif
8zuv_A,kept,146,0.0000,0.0000,1.45,data/all_pdb_1y/fed_split/client_0/mmcif_files/8zuv.cif
9arn_A,kept,81,0.0000,0.0000,1.41,data/all_pdb_1y/fed_split/client_0/mmcif_files/9arn.cif
9b3e_A,kept,246,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_0/mmcif_files/9b3e.cif
9bb0_AAA,kept,117,0.0000,0.0000,0.985,data/all_pdb_1y/fed_split/client_0/mmcif_files/9bb0.cif
9bwq_A,kept,199,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_0/mmcif_files/9bwq.cif
9bye_A,kept,163,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_0/mmcif_files/9bye.cif
9c0l_A,kept,249,0.0000,0.0000,1.79,data/all_pdb_1y/fed_split/client_0/mmcif_files/9c0l.cif
9c0n_A,kept,247,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_0/mmcif_files/9c0n.cif
9c5h_A,kept,270,0.0000,0.0000,1.59,data/all_pdb_1y/fed_split/client_0/mmcif_files/9c5h.cif
9c5k_A,kept,270,0.0000,0.0000,1.79,data/all_pdb_1y/fed_split/client_0/mmcif_files/9c5k.cif
9c5o_A,kept,270,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_0/mmcif_files/9c5o.cif
9c9e_A,kept,244,0.0000,0.0000,1.585,data/all_pdb_1y/fed_split/client_0/mmcif_files/9c9e.cif
9ccr_A,kept,180,0.0000,0.0000,1.57,data/all_pdb_1y/fed_split/client_0/mmcif_files/9ccr.cif
9ckt_A,kept,212,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_0/mmcif_files/9ckt.cif
9ckx_A,kept,222,0.0000,0.0000,1.98,data/all_pdb_1y/fed_split/client_0/mmcif_files/9ckx.cif
9cu3_B,kept,271,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_0/mmcif_files/9cu3.cif
9cum_A,kept,62,0.0000,0.0000,1.15,data/all_pdb_1y/fed_split/client_0/mmcif_files/9cum.cif
9cv1_A,kept,243,0.0000,0.0000,1.29,data/all_pdb_1y/fed_split/client_0/mmcif_files/9cv1.cif
9cv2_A,kept,243,0.0000,0.0000,1.57,data/all_pdb_1y/fed_split/client_0/mmcif_files/9cv2.cif
9cv4_A,kept,243,0.0000,0.0000,1.36,data/all_pdb_1y/fed_split/client_0/mmcif_files/9cv4.cif
9da1_A,kept,145,0.0000,0.0000,1.47,data/all_pdb_1y/fed_split/client_0/mmcif_files/9da1.cif
9dds_A,kept,177,0.0000,0.0000,1.78,data/all_pdb_1y/fed_split/client_0/mmcif_files/9dds.cif
