label,reason,length,x_ratio,noncanonical_ratio,resolution,source_file
10ia_A,duplicate_sequence,297,0.0000,0.0000,1.739,data/all_pdb_1y/fed_split/client_0/mmcif_files/10ia.cif
10xe_B,duplicate_sequence,91,0.0000,0.0000,0.96,data/all_pdb_1y/fed_split/client_0/mmcif_files/10xe.cif
10xl_A,duplicate_sequence,89,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_0/mmcif_files/10xl.cif
10xp_A,duplicate_sequence,93,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_0/mmcif_files/10xp.cif
10xp_B,duplicate_sequence,93,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_0/mmcif_files/10xp.cif
11if_A,duplicate_sequence,189,0.0000,0.0000,1.51,data/all_pdb_1y/fed_split/client_0/mmcif_files/11if.cif
12td_B,duplicate_sequence,146,0.0000,0.0000,1.99,data/all_pdb_1y/fed_split/client_0/mmcif_files/12td.cif
12xx_A,duplicate_sequence,146,0.0000,0.0000,1.66,data/all_pdb_1y/fed_split/client_0/mmcif_files/12xx.cif
12xx_B,duplicate_sequence,146,0.0000,0.0000,1.66,data/all_pdb_1y/fed_split/client_0/mmcif_files/12xx.cif
13jg_A,duplicate_sequence,219,0.0000,0.0000,1.52,data/all_pdb_1y/fed_split/client_0/mmcif_files/13jg.cif
21ej_B,duplicate_sequence,118,0.0000,0.0000,1.035,data/all_pdb_1y/fed_split/client_0/mmcif_files/21ej.cif
21el_A,duplicate_sequence,118,0.0000,0.0000,1.253,data/all_pdb_1y/fed_split/client_0/mmcif_files/21el.cif
21el_B,duplicate_sequence,118,0.0000,0.0000,1.253,data/all_pdb_1y/fed_split/client_0/mmcif_files/21el.cif
21em_B,duplicate_sequence,118,0.0000,0.0000,1.595,data/all_pdb_1y/fed_split/client_0/mmcif_files/21em.cif
21jm_A,duplicate_sequence,266,0.0000,0.0000,1.35,data/all_pdb_1y/fed_split/client_0/mmcif_files/21jm.cif
23es_B,duplicate_sequence,286,0.0000,0.0000,1.74,data/all_pdb_1y/fed_split/client_0/mmcif_files/23es.cif
23fw_A,duplicate_sequence,286,0.0000,0.0000,1.59,data/all_pdb_1y/fed_split/client_0/mmcif_files/23fw.cif
23fw_B,duplicate_sequence,286,0.0000,0.0000,1.59,data/all_pdb_1y/fed_split/client_0/mmcif_files/23fw.cif
25yr_A,duplicate_sequence,216,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_0/mmcif_files/25yr.cif
26ui_B,duplicate_sequence,111,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_0/mmcif_files/26ui.cif
28pb_B,duplicate_sequence,278,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_0/mmcif_files/28pb.cif
28vw_A,duplicate_sequence,141,0.0000,0.0000,1.09,data/all_pdb_1y/fed_split/client_0/mmcif_files/28vw.cif
