label,reason,length,x_ratio,noncanonical_ratio,resolution,source_file
10br_B,duplicate_sequence,204,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_2/mmcif_files/10br.cif
10br_C,duplicate_sequence,204,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_2/mmcif_files/10br.cif
10br_D,duplicate_sequence,204,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_2/mmcif_files/10br.cif
10jx_B,duplicate_sequence,145,0.0000,0.0000,1.47,data/all_pdb_1y/fed_split/client_2/mmcif_files/10jx.cif
10jy_A,duplicate_sequence,145,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_2/mmcif_files/10jy.cif
10jy_B,duplicate_sequence,145,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_2/mmcif_files/10jy.cif
10pi_B,duplicate_sequence,297,0.0034,0.0034,1.54,data/all_pdb_1y/fed_split/client_2/mmcif_files/10pi.cif
10ra_B,duplicate_sequence,144,0.0000,0.0000,1.79,data/all_pdb_1y/fed_split/client_2/mmcif_files/10ra.cif
10rc_B,duplicate_sequence,143,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/10rc.cif
10xh_B,duplicate_sequence,93,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/10xh.cif
11eg_B,duplicate_sequence,262,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/11eg.cif
11eg_C,duplicate_sequence,262,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/11eg.cif
11eg_D,duplicate_sequence,262,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/11eg.cif
13ee_B,duplicate_sequence,161,0.0000,0.0000,1.729,data/all_pdb_1y/fed_split/client_2/mmcif_files/13ee.cif
13gn_A,duplicate_sequence,262,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/13gn.cif
13gn_B,duplicate_sequence,262,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/13gn.cif
13gn_C,duplicate_sequence,262,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/13gn.cif
13gn_D,duplicate_sequence,262,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/13gn.cif
23fi_B,duplicate_sequence,227,0.0000,0.0000,1.942,data/all_pdb_1y/fed_split/client_2/mmcif_files/23fi.cif
24os_B,duplicate_sequence,122,0.0000,0.0000,1.83,data/all_pdb_1y/fed_split/client_2/mmcif_files/24os.cif
27af_A,duplicate_sequence,187,0.0000,0.0000,1.52,data/all_pdb_1y/fed_split/client_2/mmcif_files/27af.cif
30ew_BBB,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_CCC,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_DDD,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_EEE,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_FFF,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_GGG,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_HHH,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_III,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_JJJ,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_KKK,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_LLL,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_MMM,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_NNN,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_OOO,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ew_PPP,duplicate_sequence,125,0.0000,0.0000,1.699,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ew.cif
30ig_A,duplicate_sequence,129,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/30ig.cif
36bz_B,duplicate_sequence,193,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_2/mmcif_files/36bz.cif
36iq_B,duplicate_sequence,98,0.0000,0.0000,1.56,data/all_pdb_1y/fed_split/client_2/mmcif_files/36iq.cif
7edq_B,duplicate_sequence,114,0.0000,0.0000,1.266,data/all_pdb_1y/fed_split/client_2/mmcif_files/7edq.cif
7edq_C,duplicate_sequence,114,0.0000,0.0000,1.266,data/all_pdb_1y/fed_split/client_2/mmcif_files/7edq.cif
7ee8_A,duplicate_sequence,114,0.0000,0.0000,1.22,data/all_pdb_1y/fed_split/client_2/mmcif_files/7ee8.cif
7ee8_B,duplicate_sequence,114,0.0000,0.0000,1.22,data/all_pdb_1y/fed_split/client_2/mmcif_files/7ee8.cif
7ee8_C,duplicate_sequence,114,0.0000,0.0000,1.22,data/all_pdb_1y/fed_split/client_2/mmcif_files/7ee8.cif
7h61_A,duplicate_sequence,226,0.0000,0.0000,1.74,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h61.cif
7h62_A,duplicate_sequence,226,0.0000,0.0000,1.61,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h62.cif
7h63_A,duplicate_sequence,226,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h63.cif
7h64_A,duplicate_sequence,226,0.0000,0.0000,1.68,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h64.cif
7h65_A,duplicate_sequence,226,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h65.cif
7h66_A,duplicate_sequence,226,0.0000,0.0000,1.13,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h66.cif
7h67_A,duplicate_sequence,226,0.0000,0.0000,1.35,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h67.cif
7h68_A,duplicate_sequence,226,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h68.cif
7h69_A,duplicate_sequence,226,0.0000,0.0000,1.67,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h69.cif
7h6a_A,duplicate_sequence,226,0.0000,0.0000,1.68,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h6a.cif
7h6c_A,duplicate_sequence,226,0.0000,0.0000,1.61,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h6c.cif
7h6d_A,duplicate_sequence,226,0.0000,0.0000,1.64,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h6d.cif
7h6e_A,duplicate_sequence,226,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h6e.cif
7h6f_A,duplicate_sequence,226,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h6f.cif
7h6g_B,duplicate_sequence,235,0.0000,0.0000,1.21,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h6g.cif
7h6h_A,duplicate_sequence,235,0.0000,0.0000,1.94,data/all_pdb_1y/fed_split/client_2/mmcif_files/7h6h.cif
7i90_B,duplicate_sequence,169,0.0000,0.0000,1.993,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i90.cif
7i90_C,duplicate_sequence,169,0.0000,0.0000,1.993,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i90.cif
7i90_D,duplicate_sequence,169,0.0000,0.0000,1.993,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i90.cif
7i91_B,duplicate_sequence,169,0.0000,0.0000,1.93,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i91.cif
7i91_C,duplicate_sequence,169,0.0000,0.0000,1.93,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i91.cif
7i91_D,duplicate_sequence,169,0.0000,0.0000,1.93,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i91.cif
7i93_A,duplicate_sequence,169,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i93.cif
7i93_B,duplicate_sequence,169,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i93.cif
7i93_C,duplicate_sequence,169,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i93.cif
7i93_D,duplicate_sequence,169,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i93.cif
7i94_A,duplicate_sequence,169,0.0000,0.0000,1.828,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i94.cif
7i94_B,duplicate_sequence,169,0.0000,0.0000,1.828,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i94.cif
7i94_C,duplicate_sequence,169,0.0000,0.0000,1.828,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i94.cif
7i94_D,duplicate_sequence,169,0.0000,0.0000,1.828,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i94.cif
7i95_A,duplicate_sequence,169,0.0000,0.0000,1.991,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i95.cif
7i95_C,duplicate_sequence,169,0.0000,0.0000,1.991,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i95.cif
